TransactionID,Date,Region,Product,Quantity,UnitPrice,TotalAmount
31,2024-01-14 13:37:41.306532663,Este,Impresora,7,142,994
32,2024-01-15 00:28:56.683417085,Norte,Teclado,2,209,418
33,2024-01-15 11:20:12.060301507,Norte,Monitor,9,483,4347
34,2024-01-15 22:11:27.437185929,,Teclado,1,110,110
35,2024-01-16 09:02:42.814070351,,Mouse,6,171,1026
36,2024-01-16 19:53:58.190954773,Oeste,Impresora,7,100,700
37,2024-01-17 06:45:13.567839196,Sur,Mouse,8,452,3616
38,2024-01-17 17:36:28.944723618,Norte,Laptop,9,326,2934
39,2024-01-18 04:27:44.321608040,Este,Monitor,2,54,108
40,2024-01-18 15:18:59.698492462,Sur,Laptop,2,141,282
41,2024-01-19 02:10:15.075376884,Norte,,5,219,1095
42,2024-01-19 13:01:30.452261306,Sur,,5,366,1830
43,2024-01-19 23:52:45.829145728,Norte,,6,71,426
44,2024-01-20 10:44:01.206030150,,Teclado,3,454,1362
45,2024-01-20 21:35:16.582914572,Sur,Laptop,8,375,3000
46,2024-01-21 08:26:31.959798995,Este,,1,50,50
47,2024-01-21 19:17:47.336683417,Sur,Teclado,6,182,1092
48,2024-01-22 06:09:02.713567839,Este,,4,282,1128
49,2024-01-22 17:00:18.090452261,Este,,1,61,61
50,2024-01-23 03:51:33.467336683,Norte,Impresora,7,395,2765
51,2024-01-23 14:42:48.844221105,,Mouse,9,95,855
52,2024-01-24 01:34:04.221105527,Oeste,Teclado,4,83,332
53,2024-01-24 12:25:19.597989949,,Impresora,4,482,1928
54,2024-01-24 23:16:34.974874371,Oeste,Mouse,6,127,762
55,2024-01-25 10:07:50.351758794,Este,Laptop,3,267,801
56,2024-01-25 20:59:05.728643216,,Monitor,6,350,2100
57,2024-01-26 07:50:21.105527638,Norte,,7,460,3220
58,2024-01-26 18:41:36.482412060,Norte,Monitor,3,122,366
59,2024-01-27 05:32:51.859296482,Norte,Monitor,7,331,2317
60,2024-01-27 16:24:07.236180904,Sur,Laptop,3,298,894
61,2024-01-28 03:15:22.613065326,Sur,Monitor,2,96,192
62,2024-01-28 14:06:37.989949748,Sur,,4,170,680
63,2024-01-29 00:57:53.366834171,Oeste,Laptop,8,263,2104
64,2024-01-29 11:49:08.743718593,Sur,Teclado,9,288,2592
65,2024-01-29 22:40:24.120603015,Sur,Impresora,7,105,735
66,2024-01-30 09:31:39.497487437,Este,Impresora,1,399,399
67,2024-01-30 20:22:54.874371859,Norte,Monitor,3,156,468
68,2024-01-31 07:14:10.251256281,Oeste,Monitor,9,368,3312
69,2024-01-31 18:05:25.628140703,Norte,Mouse,1,97,97
70,2024-02-01 04:56:41.005025125,,Mouse,9,110,990
71,2024-02-01 15:47:56.381909547,Oeste,Impresora,8,386,3088
72,2024-02-02 02:39:11.758793970,Norte,Impresora,1,75,75
73,2024-02-02 13:30:27.135678392,Norte,Impresora,6,341,2046
74,2024-02-03 00:21:42.512562814,Oeste,,5,306,1530
75,2024-02-03 11:12:57.889447236,Oeste,Teclado,6,57,342
76,2024-02-03 22:04:13.266331658,Oeste,Teclado,5,162,810
77,2024-02-04 08:55:28.643216080,Oeste,Impresora,6,404,2424
78,2024-02-04 19:46:44.020100502,Norte,Monitor,5,302,1510
79,2024-02-05 06:37:59.396984924,Sur,Monitor,5,229,1145
80,2024-02-05 17:29:14.773869346,Norte,Impresora,4,256,1024
81,2024-02-06 04:20:30.150753769,Oeste,Impresora,3,352,1056
82,2024-02-06 15:11:45.527638191,Este,Mouse,3,176,528
83,2024-02-07 02:03:00.904522613,Sur,Teclado,4,105,420
84,2024-02-07 12:54:16.281407035,Norte,Laptop,9,263,2367
85,2024-02-07 23:45:31.658291457,Sur,Monitor,2,63,126
86,2024-02-08 10:36:47.035175879,Sur,Laptop,9,77,693
87,2024-02-08 21:28:02.412060301,Oeste,Teclado,1,127,127
88,2024-02-09 08:19:17.788944723,Este,Monitor,1,265,265
89,2024-02-09 19:10:33.165829145,Oeste,Mouse,5,435,2175
90,2024-02-10 06:01:48.542713567,Sur,Monitor,6,414,2484
91,2024-02-10 16:53:03.919597990,Norte,Laptop,6,203,1218
92,2024-02-11 03:44:19.296482412,Oeste,Laptop,3,63,189
93,2024-02-11 14:35:34.673366834,Oeste,Impresora,7,236,1652
94,2024-02-12 01:26:50.050251256,Este,Teclado,9,361,3249
95,2024-02-12 12:18:05.427135678,Oeste,Laptop,8,420,3360
96,2024-02-12 23:09:20.804020100,Sur,Teclado,6,56,336
97,2024-02-13 10:00:36.180904522,Este,Impresora,8,52,416
98,2024-02-13 20:51:51.557788944,Sur,Mouse,5,160,800
99,2024-02-14 07:43:06.934673366,Norte,Monitor,8,456,3648
100,2024-02-14 18:34:22.311557789,Norte,Laptop,4,287,1148
101,2024-02-15 05:25:37.688442211,Norte,Laptop,8,412,3296
102,2024-02-15 16:16:53.065326633,Este,Teclado,2,288,576
103,2024-02-16 03:08:08.442211055,Sur,Monitor,5,323,1615
104,2024-02-16 13:59:23.819095477,Este,Monitor,9,343,3087
105,2024-02-17 00:50:39.195979899,,Impresora,4,276,1104
106,2024-02-17 11:41:54.572864321,Norte,,6,420,2520
107,2024-02-17 22:33:09.949748743,Sur,Teclado,1,64,64
108,2024-02-18 09:24:25.326633165,Oeste,Mouse,9,241,2169
109,2024-02-18 20:15:40.703517588,Norte,Impresora,1,168,168
110,2024-02-19 07:06:56.080402010,Norte,Mouse,5,77,385
111,2024-02-19 17:58:11.457286432,Sur,Teclado,4,251,1004
112,2024-02-20 04:49:26.834170854,Norte,Laptop,3,88,264
113,2024-02-20 15:40:42.211055276,,Laptop,6,490,2940
114,2024-02-21 02:31:57.587939698,Oeste,,2,322,644
115,2024-02-21 13:23:12.964824120,Este,Impresora,3,280,840
116,2024-02-22 00:14:28.341708542,Oeste,Monitor,5,135,675
117,2024-02-22 11:05:43.718592965,Oeste,Teclado,9,175,1575
118,2024-02-22 21:56:59.095477387,Norte,Laptop,2,349,698
119,2024-02-23 08:48:14.472361809,Oeste,Laptop,8,74,592
120,2024-02-23 19:39:29.849246231,Este,Mouse,2,194,388
121,2024-02-24 06:30:45.226130653,Oeste,Monitor,5,62,310
122,2024-02-24 17:22:00.603015075,Oeste,Monitor,7,261,1827
123,2024-02-25 04:13:15.979899497,Sur,Monitor,8,74,592
124,2024-02-25 15:04:31.356783919,Norte,Mouse,1,117,117
125,2024-02-26 01:55:46.733668342,Norte,,6,443,2658
126,2024-02-26 12:47:02.110552764,Sur,Impresora,1,116,116
127,2024-02-26 23:38:17.487437186,Oeste,Monitor,2,282,564
128,2024-02-27 10:29:32.864321608,Oeste,Monitor,1,158,158
129,2024-02-27 21:20:48.241206030,Norte,Teclado,5,195,975
130,2024-02-28 08:12:03.618090452,Este,Mouse,9,160,1440
131,2024-02-28 19:03:18.994974874,Sur,Mouse,6,277,1662
132,2024-02-29 05:54:34.371859296,Norte,Impresora,1,160,160
133,2024-02-29 16:45:49.748743718,Norte,Laptop,1,83,83
134,2024-03-01 03:37:05.125628141,Sur,Laptop,2,160,320
135,2024-03-01 14:28:20.502512563,,Laptop,9,313,2817
136,2024-03-02 01:19:35.879396985,Sur,Laptop,3,473,1419
137,2024-03-02 12:10:51.256281407,Este,Impresora,1,418,418
138,2024-03-02 23:02:06.633165829,Oeste,Monitor,5,285,1425
139,2024-03-03 09:53:22.010050251,Sur,Teclado,7,132,924
140,2024-03-03 20:44:37.386934673,,Laptop,6,91,546
141,2024-03-04 07:35:52.763819095,,Teclado,1,474,474
142,2024-03-04 18:27:08.140703517,Sur,Teclado,5,150,750
143,2024-03-05 05:18:23.517587940,Sur,Laptop,5,55,275
144,2024-03-05 16:09:38.894472362,Sur,Teclado,6,229,1374
145,2024-03-06 03:00:54.271356784,Sur,Teclado,3,331,993
146,2024-03-06 13:52:09.648241206,Norte,Monitor,5,369,1845
147,2024-03-07 00:43:25.025125628,Este,Monitor,7,275,1925
148,2024-03-07 11:34:40.402010050,Este,Laptop,5,492,2460
149,2024-03-07 22:25:55.778894472,Norte,Teclado,5,489,2445
150,2024-03-08 09:17:11.155778894,Sur,Monitor,5,364,1820
151,2024-03-08 20:08:26.532663316,,Teclado,3,414,1242
152,2024-03-09 06:59:41.909547739,Norte,Impresora,1,278,278
153,2024-03-09 17:50:57.286432161,Norte,Monitor,5,426,2130
154,2024-03-10 04:42:12.663316583,Sur,Laptop,9,338,3042
155,2024-03-10 15:33:28.040201005,,Laptop,1,486,486
156,2024-03-11 02:24:43.417085427,Norte,Monitor,3,199,597
157,2024-03-11 13:15:58.793969849,Este,Laptop,4,326,1304
158,2024-03-12 00:07:14.170854271,Oeste,Monitor,1,247,247
159,2024-03-12 10:58:29.547738693,Norte,,1,119,119
160,2024-03-12 21:49:44.924623115,Oeste,Monitor,8,161,1288
161,2024-03-13 08:41:00.301507538,Sur,Teclado,2,53,106
162,2024-03-13 19:32:15.678391960,Este,Monitor,8,399,3192
163,2024-03-14 06:23:31.055276382,Este,Teclado,7,380,2660
164,2024-03-14 17:14:46.432160804,Este,Monitor,2,495,990
165,2024-03-15 04:06:01.809045226,Norte,,6,367,2202
166,2024-03-15 14:57:17.185929648,Oeste,Teclado,6,399,2394
167,2024-03-16 01:48:32.562814070,Sur,,3,144,432
168,2024-03-16 12:39:47.939698492,Norte,,2,201,402
169,2024-03-16 23:31:03.316582914,Norte,Mouse,1,360,360
170,2024-03-17 10:22:18.693467336,Este,Laptop,6,186,1116
171,2024-03-17 21:13:34.070351759,Este,Laptop,5,296,1480
172,2024-03-18 08:04:49.447236181,Norte,Laptop,9,436,3924
173,2024-03-18 18:56:04.824120603,Este,Laptop,1,292,292
174,2024-03-19 05:47:20.201005025,Norte,Monitor,7,80,560
175,2024-03-19 16:38:35.577889447,Este,Laptop,5,89,445
176,2024-03-20 03:29:50.954773869,Norte,Mouse,5,278,1390
177,2024-03-20 14:21:06.331658291,Este,Impresora,2,85,170
178,2024-03-21 01:12:21.708542713,Sur,Laptop,3,457,1371
179,2024-03-21 12:03:37.085427135,,Impresora,7,272,1904
180,2024-03-21 22:54:52.462311558,Norte,Mouse,6,55,330
181,2024-03-22 09:46:07.839195980,Sur,Laptop,2,371,742
182,2024-03-22 20:37:23.216080402,Norte,Monitor,6,269,1614
183,2024-03-23 07:28:38.592964824,,Monitor,2,124,248
184,2024-03-23 18:19:53.969849246,Oeste,Impresora,2,53,106
185,2024-03-24 05:11:09.346733668,Sur,Impresora,2,384,768
186,2024-03-24 16:02:24.723618090,Este,Impresora,3,183,549
187,2024-03-25 02:53:40.100502512,Oeste,Mouse,2,167,334
188,2024-03-25 13:44:55.477386934,Este,Laptop,4,418,1672
189,2024-03-26 00:36:10.854271357,Este,Impresora,9,143,1287
190,2024-03-26 11:27:26.231155779,Norte,Impresora,6,484,2904
191,2024-03-26 22:18:41.608040201,Norte,,1,111,111
192,2024-03-27 09:09:56.984924623,Oeste,Teclado,8,490,3920
193,2024-03-27 20:01:12.361809045,,Teclado,7,243,1701
194,2024-03-28 06:52:27.738693467,Este,Impresora,3,384,1152
195,2024-03-28 17:43:43.115577889,Sur,Mouse,1,252,252
196,2024-03-29 04:34:58.492462311,Sur,,5,441,2205
197,2024-03-29 15:26:13.869346733,Oeste,Impresora,4,75,300
198,2024-03-30 02:17:29.246231156,Oeste,Teclado,8,484,3872
199,2024-03-30 13:08:44.623115578,Oeste,Impresora,1,222,222
200,2024-03-31 00:00:00.000000000,Oeste,Impresora,1,349,349
