TransactionID,Date,Region,Product,Quantity,UnitPrice,TotalAmount
50,2023-02-19,Norte,Impresora,7,395,2765
51,2023-02-20,,Mouse,9,95,855
52,2023-02-21,Oeste,Mouse,4,83,332
53,2023-02-22,,Impresora,4,482,1928
54,2023-02-23,Oeste,Mouse,6,127,762
55,2023-02-24,Este,Laptop,3,267,801
56,2023-02-25,,Teclado,6,350,2100
57,2023-02-26,Norte,Impresora,7,460,3220
58,2023-02-27,Norte,Monitor,3,122,366
59,2023-02-28,Norte,Teclado,7,331,2317
60,2023-03-01,Sur,Laptop,3,298,894
61,2023-03-02,Sur,Teclado,2,96,192
62,2023-03-03,Sur,,4,170,680
63,2023-03-04,Oeste,Laptop,8,263,2104
64,2023-03-05,Sur,Teclado,9,288,2592
65,2023-03-06,Sur,Impresora,7,105,735
66,2023-03-07,Este,Monitor,1,399,399
67,2023-03-08,Norte,Monitor,3,156,468
68,2023-03-09,Oeste,Monitor,9,368,3312
69,2023-03-10,Norte,Mouse,1,97,97
70,2023-03-11,,Mouse,9,110,990
71,2023-03-12,Oeste,Monitor,8,386,3088
72,2023-03-13,Norte,Monitor,1,75,75
73,2023-03-14,Norte,Impresora,6,341,2046
74,2023-03-15,Oeste,Impresora,5,306,1530
75,2023-03-16,Oeste,Teclado,6,57,342
76,2023-03-17,Oeste,Teclado,5,162,810
77,2023-03-18,Oeste,Monitor,6,404,2424
78,2023-03-19,Norte,Teclado,5,302,1510
79,2023-03-20,Sur,Monitor,5,229,1145
80,2023-03-21,Norte,Monitor,4,256,1024
81,2023-03-22,Oeste,Impresora,3,352,1056
82,2023-03-23,Este,Mouse,3,176,528
83,2023-03-24,Sur,Mouse,4,105,420
84,2023-03-25,Norte,Laptop,9,263,2367
85,2023-03-26,Sur,Teclado,2,63,126
86,2023-03-27,Sur,Laptop,9,77,693
87,2023-03-28,Oeste,Teclado,1,127,127
88,2023-03-29,Este,Teclado,1,265,265
89,2023-03-30,Oeste,Mouse,5,435,2175
90,2023-03-31,Sur,Teclado,6,414,2484
91,2023-04-01,Norte,Laptop,6,203,1218
92,2023-04-02,Oeste,Laptop,3,63,189
93,2023-04-03,Oeste,Monitor,7,236,1652
94,2023-04-04,Este,Mouse,9,361,3249
95,2023-04-05,Oeste,Laptop,8,420,3360
96,2023-04-06,Sur,Teclado,6,56,336
97,2023-04-07,Este,Monitor,8,52,416
98,2023-04-08,Sur,Mouse,5,160,800
99,2023-04-09,Norte,Teclado,8,456,3648
100,2023-04-10,Norte,Laptop,4,287,1148
101,2023-04-11,Norte,Laptop,8,412,3296
102,2023-04-12,Este,Teclado,2,288,576
103,2023-04-13,Sur,Teclado,5,323,1615
104,2023-04-14,Este,Teclado,9,343,3087
105,2023-04-15,,Monitor,4,276,1104
106,2023-04-16,Norte,,6,420,2520
107,2023-04-17,Sur,Teclado,1,64,64
108,2023-04-18,Oeste,Mouse,9,241,2169
109,2023-04-19,Norte,Monitor,1,168,168
110,2023-04-20,Norte,Mouse,5,77,385
111,2023-04-21,Sur,Mouse,4,251,1004
112,2023-04-22,Norte,Laptop,3,88,264
113,2023-04-23,,Laptop,6,490,2940
114,2023-04-24,Oeste,,2,322,644
115,2023-04-25,Este,Monitor,3,280,840
116,2023-04-26,Oeste,Monitor,5,135,675
117,2023-04-27,Oeste,Mouse,9,175,1575
118,2023-04-28,Norte,Laptop,2,349,698
119,2023-04-29,Oeste,Laptop,8,74,592
120,2023-04-30,Este,Mouse,2,194,388
121,2023-05-01,Oeste,Teclado,5,62,310
122,2023-05-02,Oeste,Monitor,7,261,1827
123,2023-05-03,Sur,Monitor,8,74,592
124,2023-05-04,Norte,Mouse,1,117,117
125,2023-05-05,Norte,,6,443,2658
126,2023-05-06,Sur,Monitor,1,116,116
127,2023-05-07,Oeste,Teclado,2,282,564
128,2023-05-08,Oeste,Teclado,1,158,158
129,2023-05-09,Norte,Mouse,5,195,975
130,2023-05-10,Este,Mouse,9,160,1440
131,2023-05-11,Sur,Mouse,6,277,1662
132,2023-05-12,Norte,Monitor,1,160,160
133,2023-05-13,Norte,Laptop,1,83,83
134,2023-05-14,Sur,Laptop,2,160,320
135,2023-05-15,,Laptop,9,313,2817
136,2023-05-16,Sur,Laptop,3,473,1419
137,2023-05-17,Este,Impresora,1,418,418
138,2023-05-18,Oeste,Monitor,5,285,1425
139,2023-05-19,Sur,Teclado,7,132,924
140,2023-05-20,,Laptop,6,91,546
141,2023-05-21,,Teclado,1,474,474
142,2023-05-22,Sur,Teclado,5,150,750
143,2023-05-23,Sur,Laptop,5,55,275
144,2023-05-24,Sur,Mouse,6,229,1374
145,2023-05-25,Sur,Mouse,3,331,993
146,2023-05-26,Norte,Teclado,5,369,1845
147,2023-05-27,Este,Teclado,7,275,1925
148,2023-05-28,Este,Laptop,5,492,2460
149,2023-05-29,Norte,Mouse,5,489,2445
150,2023-05-30,Sur,Teclado,5,364,1820
151,2023-05-31,,Teclado,3,414,1242
152,2023-06-01,Norte,Impresora,1,278,278
153,2023-06-02,Norte,Monitor,5,426,2130
154,2023-06-03,Sur,Laptop,9,338,3042
155,2023-06-04,,Laptop,1,486,486
156,2023-06-05,Norte,Teclado,3,199,597
157,2023-06-06,Este,Laptop,4,326,1304
158,2023-06-07,Oeste,Teclado,1,247,247
159,2023-06-08,Norte,Impresora,1,119,119
160,2023-06-09,Oeste,Teclado,8,161,1288
161,2023-06-10,Sur,Mouse,2,53,106
162,2023-06-11,Este,Teclado,8,399,3192
163,2023-06-12,Este,Teclado,7,380,2660
164,2023-06-13,Este,Teclado,2,495,990
165,2023-06-14,Norte,Impresora,6,367,2202
166,2023-06-15,Oeste,Mouse,6,399,2394
167,2023-06-16,Sur,,3,144,432
168,2023-06-17,Norte,Impresora,2,201,402
169,2023-06-18,Norte,Laptop,1,360,360
170,2023-06-19,Este,Laptop,6,186,1116
171,2023-06-20,Este,Laptop,5,296,1480
172,2023-06-21,Norte,Laptop,9,436,3924
173,2023-06-22,Este,Laptop,1,292,292
174,2023-06-23,Norte,Monitor,7,80,560
175,2023-06-24,Este,Laptop,5,89,445
176,2023-06-25,Norte,Mouse,5,278,1390
177,2023-06-26,Este,Monitor,2,85,170
178,2023-06-27,Sur,Laptop,3,457,1371
179,2023-06-28,,Monitor,7,272,1904
180,2023-06-29,Norte,Mouse,6,55,330
181,2023-06-30,Sur,Laptop,2,371,742
182,2023-07-01,Norte,Monitor,6,269,1614
183,2023-07-02,,Teclado,2,124,248
184,2023-07-03,Oeste,Impresora,2,53,106
185,2023-07-04,Sur,Monitor,2,384,768
186,2023-07-05,Este,Monitor,3,183,549
187,2023-07-06,Oeste,Mouse,2,167,334
188,2023-07-07,Este,Laptop,4,418,1672
189,2023-07-08,Este,Monitor,9,143,1287
190,2023-07-09,Norte,Monitor,6,484,2904
191,2023-07-10,Norte,,1,111,111
192,2023-07-11,Oeste,Mouse,8,490,3920
193,2023-07-12,,Mouse,7,243,1701
194,2023-07-13,Este,Monitor,3,384,1152
195,2023-07-14,Sur,Mouse,1,252,252
196,2023-07-15,Sur,Impresora,5,441,2205
197,2023-07-16,Oeste,Impresora,4,75,300
198,2023-07-17,Oeste,Mouse,8,484,3872
199,2023-07-18,Oeste,Monitor,1,222,222
200,2023-07-19,Oeste,Monitor,1,349,349
