TransactionID,Date,Region,Product,Quantity,UnitPrice,TotalAmount
170,2023-06-19,Norte,Cuenta de Ahorros,4,271.86,1087.44
171,2023-06-20,Norte,Hipoteca,1,87.48,87.48
172,2023-06-21,Sur,Cuenta de Ahorros,1,91.27,91.27
173,2023-06-22,Oeste,Hipoteca,2,321.1,642.2
174,2023-06-23,Sur,Cuenta de Ahorros,4,299.17,1196.68
175,2023-06-24,Sur,Cuenta de Ahorros,4,145.73,582.92
176,2023-06-25,Este,Préstamo,2,475.79,951.58
177,2023-06-26,Este,Cuenta de Ahorros,3,401.58,1204.74
178,2023-06-27,Oeste,Cuenta de Ahorros,1,101.06,101.06
179,2023-06-28,Este,Hipoteca,5,468.92,2344.6
180,2023-06-29,Norte,Inversión,1,488.41,488.41
181,2023-06-30,Este,,1,498.17,498.17
182,2023-07-01,Este,Cuenta de Ahorros,3,75.14,225.42
183,2023-07-02,,Hipoteca,1,381.67,381.67
184,2023-07-03,Este,Tarjeta de Crédito,2,295.66,591.32
185,2023-07-04,Este,Cuenta de Ahorros,2,367.62,735.24
186,2023-07-05,Norte,Inversión,4,485.89,1943.56
187,2023-07-06,Sur,Préstamo,5,359.61,1798.05
188,2023-07-07,Oeste,Inversión,1,426.63,426.63
189,2023-07-08,,Préstamo,1,440.09,440.09
190,2023-07-09,Sur,Préstamo,3,427.32,1281.96
191,2023-07-10,Norte,Tarjeta de Crédito,2,241.74,483.48
192,2023-07-11,Este,Cuenta de Ahorros,5,150.16,750.8
193,2023-07-12,Norte,,4,228.49,913.96
194,2023-07-13,Este,Préstamo,2,451.35,902.7
195,2023-07-14,Oeste,Inversión,4,115.97,463.88
196,2023-07-15,Este,Cuenta de Ahorros,3,281.0,843.0
197,2023-07-16,Sur,Préstamo,3,154.95,464.85
198,2023-07-17,Oeste,Inversión,1,311.59,311.59
199,2023-07-18,Sur,Inversión,5,438.41,2192.05
200,2023-07-19,Este,Inversión,4,446.16,1784.64
201,2023-07-20,Norte,Cuenta de Ahorros,2,156.51,313.02
202,2023-07-21,Sur,Inversión,3,458.46,1375.38
203,2023-07-22,Este,Inversión,1,316.35,316.35
204,2023-07-23,Oeste,Cuenta de Ahorros,1,207.6,207.6
205,2023-07-24,Oeste,Préstamo,4,368.68,1474.72
206,2023-07-25,Sur,Préstamo,3,266.75,800.25
207,2023-07-26,Este,Cuenta de Ahorros,5,220.09,1100.45
208,2023-07-27,Este,Hipoteca,3,367.29,1101.87
209,2023-07-28,Sur,Cuenta de Ahorros,4,161.93,647.72
210,2023-07-29,Sur,,4,198.61,794.44
211,2023-07-30,Sur,Cuenta de Ahorros,3,245.5,736.5
212,2023-07-31,,Inversión,4,164.16,656.64
213,2023-08-01,Oeste,Inversión,3,232.34,697.02
214,2023-08-02,Norte,Préstamo,2,307.16,614.32
215,2023-08-03,Sur,Hipoteca,3,383.44,1150.32
216,2023-08-04,Oeste,Hipoteca,3,395.24,1185.72
217,2023-08-05,Sur,Hipoteca,4,420.26,1681.04
218,2023-08-06,Norte,Tarjeta de Crédito,4,384.9,1539.6
219,2023-08-07,Norte,Cuenta de Ahorros,1,356.47,356.47
220,2023-08-08,Sur,Inversión,1,156.88,156.88
221,2023-08-09,Oeste,Tarjeta de Crédito,2,230.1,460.2
222,2023-08-10,Sur,Tarjeta de Crédito,1,264.97,264.97
223,2023-08-11,Norte,Cuenta de Ahorros,3,87.3,261.9
224,2023-08-12,Oeste,Préstamo,4,287.77,1151.08
225,2023-08-13,Este,Préstamo,1,246.35,246.35
226,2023-08-14,Oeste,Inversión,1,410.95,410.95
227,2023-08-15,Oeste,Hipoteca,2,490.06,980.12
228,2023-08-16,Oeste,Préstamo,2,300.2,600.4
229,2023-08-17,Oeste,Tarjeta de Crédito,3,195.21,585.63
230,2023-08-18,Sur,Hipoteca,4,69.53,278.12
231,2023-08-19,Este,Inversión,2,466.09,932.18
232,2023-08-20,Oeste,,1,463.6,463.6
233,2023-08-21,Este,Cuenta de Ahorros,4,163.85,655.4
234,2023-08-22,Este,Préstamo,4,362.94,1451.76
235,2023-08-23,Este,Tarjeta de Crédito,1,83.95,83.95
236,2023-08-24,Norte,Inversión,2,124.8,249.6
237,2023-08-25,Sur,Inversión,1,147.56,147.56
238,2023-08-26,Sur,Inversión,4,182.52,730.08
239,2023-08-27,Norte,Tarjeta de Crédito,5,498.12,2490.6
240,2023-08-28,Este,Cuenta de Ahorros,5,363.62,1818.1
241,2023-08-29,Oeste,Préstamo,3,222.89,668.67
242,2023-08-30,Oeste,Hipoteca,1,381.7,381.7
243,2023-08-31,Norte,Tarjeta de Crédito,1,461.86,461.86
244,2023-09-01,Oeste,Préstamo,3,481.42,1444.26
245,2023-09-02,Este,Hipoteca,3,76.04,228.12
246,2023-09-03,Oeste,Hipoteca,3,227.53,682.59
247,2023-09-04,Oeste,Préstamo,4,98.04,392.16
248,2023-09-05,Sur,Préstamo,1,201.05,201.05
249,2023-09-06,Este,Préstamo,4,126.36,505.44
250,2023-09-07,Norte,Hipoteca,3,341.08,1023.24
251,2023-09-08,Oeste,,1,224.72,224.72
252,2023-09-09,Oeste,Préstamo,4,153.23,612.92
253,2023-09-10,Norte,Hipoteca,4,169.67,678.68
254,2023-09-11,Norte,Préstamo,3,212.16,636.48
255,2023-09-12,Oeste,Tarjeta de Crédito,1,166.98,166.98
256,2023-09-13,Oeste,Inversión,3,253.96,761.88
257,2023-09-14,Este,Préstamo,1,64.54,64.54
258,2023-09-15,Sur,Tarjeta de Crédito,5,175.89,879.45
259,2023-09-16,Este,Tarjeta de Crédito,2,235.04,470.08
260,2023-09-17,Oeste,Cuenta de Ahorros,2,321.25,642.5
261,2023-09-18,Oeste,Tarjeta de Crédito,2,171.93,343.86
262,2023-09-19,Norte,Inversión,3,109.93,329.79
263,2023-09-20,Norte,Tarjeta de Crédito,5,84.29,421.45
264,2023-09-21,Este,Préstamo,1,473.24,473.24
265,2023-09-22,Norte,Tarjeta de Crédito,4,237.49,949.96
266,2023-09-23,Norte,Hipoteca,1,311.52,311.52
267,2023-09-24,Sur,Tarjeta de Crédito,4,463.63,1854.52
268,2023-09-25,Norte,Cuenta de Ahorros,1,87.24,87.24
269,2023-09-26,Sur,Cuenta de Ahorros,5,444.5,2222.5
270,2023-09-27,Norte,Cuenta de Ahorros,4,298.21,1192.84
271,2023-09-28,Sur,Cuenta de Ahorros,3,124.18,372.54
272,2023-09-29,Este,Tarjeta de Crédito,1,235.06,235.06
273,2023-09-30,Sur,Préstamo,1,399.92,399.92
274,2023-10-01,Norte,Inversión,4,266.17,1064.68
275,2023-10-02,Sur,Hipoteca,3,493.38,1480.14
276,2023-10-03,Norte,Inversión,3,219.53,658.59
277,2023-10-04,Este,Hipoteca,5,387.31,1936.55
278,2023-10-05,Oeste,Cuenta de Ahorros,3,226.85,680.55
279,2023-10-06,Sur,Cuenta de Ahorros,3,423.12,1269.36
280,2023-10-07,Sur,Tarjeta de Crédito,3,306.09,918.27
281,2023-10-08,Este,Hipoteca,2,78.58,157.16
282,2023-10-09,Norte,Préstamo,5,66.57,332.85
283,2023-10-10,Norte,Préstamo,1,110.23,110.23
284,2023-10-11,Oeste,Cuenta de Ahorros,4,56.15,224.6
285,2023-10-12,Norte,Tarjeta de Crédito,1,83.91,83.91
286,2023-10-13,Este,Inversión,5,361.27,1806.35
287,2023-10-14,,Inversión,4,290.46,1161.84
288,2023-10-15,Oeste,Cuenta de Ahorros,5,387.46,1937.3
289,2023-10-16,Este,Tarjeta de Crédito,3,460.92,1382.76
290,2023-10-17,Oeste,Tarjeta de Crédito,4,313.32,1253.28
291,2023-10-18,Oeste,Inversión,3,376.75,1130.25
292,2023-10-19,Este,Hipoteca,1,390.69,390.69
293,2023-10-20,Oeste,Hipoteca,1,220.03,220.03
294,2023-10-21,Este,Tarjeta de Crédito,4,158.49,633.96
295,2023-10-22,Sur,Cuenta de Ahorros,4,142.27,569.08
296,2023-10-23,Norte,Tarjeta de Crédito,5,163.15,815.75
297,2023-10-24,Oeste,Hipoteca,5,173.63,868.15
298,2023-10-25,Oeste,Tarjeta de Crédito,3,143.25,429.75
299,2023-10-26,Oeste,Préstamo,4,445.2,1780.8
300,2023-10-27,Oeste,Cuenta de Ahorros,1,390.65,390.65
